FRAME	XCENTER	YCENTER	BRIGHTNESS	BG	I0	S_X	S_Y	THETA	ECC
1234	130.078	382.863	7819.922	544.816	966.696	 0.943	 1.366	 1.594	 0.724
1234	185.336	155.166	34647.160	597.048	1912.717	 1.519	 1.898	 1.449	 0.599
1235	17.885	227.375	20069.365	534.849	563.898	 2.347	 2.414	 2.686	 0.235
1235	38.702	239.447	11744.902	582.405	880.504	 1.322	 1.605	 0.663	 0.567
1235	56.884	142.632	9397.544	657.123	930.311	 1.050	 1.531	 0.208	 0.728
1235	62.260	144.512	6153.690	642.327	906.006	 0.642	 1.684	 2.039	 0.924
1235	67.411	78.488	16736.448	580.993	1214.445	 1.314	 1.670	 2.970	 0.617
1235	110.062	330.049	15168.900	616.531	872.141	 1.496	 1.850	 0.387	 0.588
1235	111.851	120.238	19319.998	587.517	2012.021	 1.204	 1.269	 1.289	 0.314
1235	130.064	382.417	13714.104	543.258	880.483	 1.186	 2.090	 2.694	 0.823
1235	185.116	155.157	39578.318	631.929	2442.592	 1.491	 1.730	 2.521	 0.507
1236	38.584	239.555	14596.435	582.204	742.480	 1.452	 2.155	 0.765	 0.739
1236	55.899	142.623	9152.386	636.219	618.176	 1.306	 1.804	 2.428	 0.690
1236	67.212	78.349	15066.440	596.557	1097.275	 1.324	 1.650	 3.103	 0.597
1236	110.223	329.619	12071.557	624.242	752.285	 1.280	 1.996	 0.523	 0.767
1236	111.566	120.012	18680.391	607.169	1550.564	 1.294	 1.482	 2.664	 0.488
1236	129.290	382.573	9782.901	543.988	651.736	 1.400	 1.707	 1.111	 0.573
1236	140.036	402.391	6444.209	537.534	843.619	 0.715	 1.700	 0.431	 0.907
1236	185.318	154.953	35040.459	621.017	2623.549	 1.306	 1.628	 1.602	 0.597
1236	256.737	325.857	5359.567	557.647	933.048	 0.517	 1.768	 2.900	 0.956
1236	310.199	187.145	5495.264	633.201	887.337	 0.934	 1.056	 0.429	 0.466
1237	19.943	73.259	30157.705	580.104	805.297	 2.130	 2.798	 0.290	 0.648
1237	38.951	239.340	13391.920	584.934	1080.291	 1.221	 1.616	 2.637	 0.655
1237	56.340	142.603	8239.445	631.749	1040.224	 1.006	 1.254	 0.192	 0.597
1237	67.164	78.280	13279.574	605.934	1101.604	 1.277	 1.502	 2.587	 0.526
1237	106.110	348.137	5590.323	594.510	1111.862	 0.536	 1.494	 2.896	 0.933
1237	109.575	327.777	13813.453	572.527	945.981	 1.024	 2.270	 0.568	 0.892
1237	111.144	119.776	14201.796	633.461	1412.584	 1.072	 1.492	 1.808	 0.695
1237	129.603	382.012	9170.558	567.341	1202.041	 1.012	 1.199	 2.104	 0.536
1237	185.071	154.980	35644.814	636.380	2714.373	 1.269	 1.647	 0.439	 0.637
1237	397.029	268.007	10012.797	562.376	716.481	 1.188	 1.872	 1.209	 0.773
1238	15.674	226.284	10615.835	598.175	685.975	 1.377	 1.788	 2.629	 0.638
1238	17.804	74.636	57639.421	626.077	1018.509	 2.791	 3.228	 0.251	 0.502
1238	39.154	240.271	10894.005	622.012	1124.198	 0.732	 2.106	 3.124	 0.938
1238	56.800	142.249	8364.941	643.575	1106.345	 0.947	 1.271	 1.955	 0.667
1238	67.456	77.124	10657.758	617.358	1688.829	 0.834	 1.204	 2.178	 0.721
1238	109.435	328.008	20351.596	592.165	1735.017	 1.234	 1.513	 0.489	 0.578
1238	111.421	119.937	18693.192	588.376	1400.676	 1.371	 1.549	 0.081	 0.465
1238	130.209	381.798	10031.075	549.670	1001.616	 1.075	 1.483	 2.005	 0.689
1238	185.112	155.424	28694.896	649.650	2351.985	 1.255	 1.548	 1.290	 0.585
1238	221.522	79.761	10594.686	606.135	511.228	 1.574	 2.095	 0.517	 0.660
1238	397.449	266.966	9703.714	569.196	714.416	 1.372	 1.575	 1.724	 0.491
1238	416.538	124.506	7462.524	625.399	669.073	 0.987	 1.799	 0.815	 0.836
1239	14.091	70.360	4705.046	607.307	2082.102	 0.259	 1.390	 0.447	 0.983
1239	38.704	239.103	17750.032	585.843	877.643	 1.398	 2.302	 0.185	 0.794
1239	56.498	142.585	8800.928	629.775	859.296	 0.946	 1.722	 1.631	 0.835
1239	68.095	77.293	14108.160	601.762	1415.763	 1.046	 1.516	 3.068	 0.724
1239	109.990	327.283	12709.722	599.573	773.306	 1.389	 1.884	 1.841	 0.676
1239	111.797	120.111	15272.210	614.643	1756.392	 1.064	 1.300	 0.110	 0.574
1239	130.082	382.364	8117.740	559.413	998.869	 0.920	 1.406	 2.545	 0.756
1239	185.260	155.371	32117.181	646.980	2726.350	 1.240	 1.512	 3.012	 0.572
1240	10.828	77.130	29165.789	541.508	450.210	 2.543	 4.054	 1.048	 0.779
1240	38.743	240.053	16739.905	585.632	957.646	 1.517	 1.834	 0.325	 0.563
1240	56.609	142.833	13396.081	609.060	1131.487	 1.143	 1.648	 2.363	 0.720
1240	67.614	77.583	19784.134	591.150	928.679	 1.834	 1.848	 2.443	 0.122
1240	87.724	169.932	28118.862	578.011	497.384	 2.294	 3.923	 1.574	 0.811
1240	110.353	329.853	11923.370	611.364	795.690	 1.057	 2.257	 0.747	 0.884
1240	111.919	119.914	14596.777	603.156	1111.252	 1.182	 1.768	 2.627	 0.744
1240	130.315	382.351	11444.416	535.981	822.593	 1.232	 1.797	 0.824	 0.728
1240	140.319	402.466	6398.172	518.851	960.021	 0.921	 1.152	 2.957	 0.600
1240	185.258	155.215	34293.167	645.835	2873.667	 1.374	 1.382	 1.083	 0.109
1240	397.868	268.671	6427.854	576.189	1157.887	 0.929	 0.952	 1.571	 0.219
1241	17.875	77.337	58614.031	631.726	1587.519	 2.104	 2.793	 0.705	 0.658
1241	38.489	239.942	14864.027	556.825	1139.105	 1.425	 1.458	 1.964	 0.212
1241	56.699	142.681	10340.414	668.403	922.494	 1.237	 1.443	 0.320	 0.515
1241	67.657	77.639	22532.903	571.774	1772.609	 1.121	 1.804	 2.936	 0.783
1241	110.425	331.243	10389.839	623.608	1042.002	 0.779	 2.038	 0.971	 0.924
1241	111.717	119.798	25015.563	601.657	1885.703	 1.226	 1.722	 0.051	 0.702
1241	129.966	382.453	17714.531	525.766	1325.194	 1.329	 1.601	 2.544	 0.558
1241	185.272	155.101	26632.315	635.951	2356.252	 1.330	 1.353	 1.467	 0.185
1241	397.445	269.128	4344.243	554.846	1220.027	 0.547	 1.036	 3.015	 0.849
1242	 8.176	74.338	21180.802	687.171	904.561	 1.487	 2.506	 1.399	 0.805
1242	39.640	239.627	12652.199	568.806	621.224	 1.506	 2.152	 2.479	 0.714
1242	56.126	142.485	5974.756	659.877	848.556	 0.728	 1.540	 1.697	 0.881
1242	67.529	78.359	13466.620	602.566	1586.665	 1.094	 1.235	 0.300	 0.465
1242	112.095	119.937	16888.352	612.084	1176.826	 1.347	 1.695	 2.914	 0.607
1242	119.757	332.577	43694.665	525.279	454.970	 3.691	 4.141	 1.539	 0.453
1242	129.894	381.338	9784.037	560.471	689.572	 1.403	 1.609	 2.289	 0.489
1242	185.335	154.973	40946.230	604.956	3215.687	 1.356	 1.494	 1.559	 0.420
1242	343.036	103.866	12712.088	654.218	574.403	 1.432	 2.459	 1.483	 0.813
1243	38.905	240.286	11290.320	634.418	1318.861	 0.846	 1.610	 2.415	 0.851
1243	56.623	142.907	7612.338	668.461	912.059	 0.984	 1.350	 0.914	 0.684
1243	67.503	78.020	21776.709	583.738	1165.508	 1.621	 1.835	 1.413	 0.469
1243	105.982	348.706	4754.318	606.007	1266.509	 0.732	 0.816	 1.754	 0.442
1243	111.781	120.144	8305.613	635.880	1724.874	 0.801	 0.957	 2.948	 0.547
1243	114.253	330.104	14258.560	662.227	548.151	 1.523	 2.718	 2.234	 0.828
1243	122.929	332.322	18402.968	667.998	773.525	 1.504	 2.517	 1.943	 0.802
1243	130.503	380.401	11474.896	540.494	755.044	 1.338	 1.808	 1.818	 0.673
1243	139.488	401.830	9337.109	541.726	634.633	 1.138	 2.057	 2.858	 0.833
1243	185.476	155.087	30479.887	623.562	3112.598	 1.181	 1.319	 2.872	 0.445
1244	38.655	240.366	18090.149	575.836	761.669	 1.567	 2.413	 0.985	 0.760
1244	56.388	142.825	7948.400	639.670	911.725	 0.980	 1.416	 2.689	 0.722
1244	67.400	77.578	19690.142	579.024	1386.214	 1.385	 1.632	 2.487	 0.529
1244	111.674	119.764	17768.958	593.903	1583.213	 1.196	 1.493	 0.884	 0.599
1244	123.605	332.431	21254.739	620.489	588.437	 1.856	 3.098	 1.507	 0.801
1244	131.373	382.336	11362.346	569.727	1191.331	 1.140	 1.332	 1.344	 0.517
1244	185.547	154.877	14484.843	594.411	1597.964	 1.189	 1.213	 0.092	 0.196
1245	20.702	225.287	26304.809	594.816	543.030	 2.125	 3.628	 2.447	 0.811
1245	38.395	240.161	14572.575	605.347	1198.266	 1.301	 1.488	 1.039	 0.486
1245	56.374	142.533	7397.255	622.023	921.397	 0.874	 1.462	 1.942	 0.802
1245	62.219	144.515	7569.137	652.188	601.201	 1.166	 1.718	 1.778	 0.735
1245	67.209	78.208	17408.223	553.828	1293.190	 1.340	 1.599	 2.975	 0.546
1245	111.655	120.064	18017.106	581.060	1374.725	 1.255	 1.662	 0.940	 0.655
1245	123.130	332.219	23635.550	593.772	886.262	 1.980	 2.143	 0.439	 0.383
1245	132.208	383.473	13295.484	539.892	537.088	 1.707	 2.308	 2.828	 0.673
1245	185.173	155.035	17851.597	631.285	1326.379	 1.360	 1.575	 1.629	 0.504
1246	15.721	74.247	5330.333	656.826	855.801	 0.897	 1.106	 1.897	 0.585
1246	20.717	226.721	10926.770	626.981	679.431	 0.942	 2.717	 0.592	 0.938
1246	38.717	239.696	10996.691	631.738	1211.252	 1.047	 1.380	 2.065	 0.652
1246	56.384	142.212	5196.431	633.740	852.715	 0.718	 1.351	 1.904	 0.847
1246	67.043	78.253	11128.505	607.754	1791.773	 0.838	 1.180	 0.322	 0.704
1246	111.357	119.668	23967.473	589.045	1767.093	 1.409	 1.532	 2.612	 0.393
1246	123.277	332.320	19794.089	645.407	990.058	 1.269	 2.508	 1.502	 0.863
1246	185.140	155.317	13761.312	636.617	1498.489	 1.095	 1.335	 0.328	 0.572
1247	20.012	225.309	11866.888	597.947	1012.297	 1.158	 1.611	 0.750	 0.695
1247	39.035	239.733	14988.328	597.991	1342.692	 1.219	 1.457	 0.910	 0.547
1247	56.505	143.350	13863.417	629.403	749.522	 1.482	 1.987	 2.181	 0.666
1247	61.834	144.508	4915.657	694.144	1463.217	 0.403	 1.327	 1.513	 0.953
1247	67.362	77.893	16055.230	603.284	1219.629	 1.262	 1.661	 2.189	 0.650
1247	105.104	347.503	11111.996	629.942	898.730	 1.025	 1.919	 0.679	 0.845
1247	111.180	331.174	26998.491	561.421	471.527	 2.290	 3.980	 0.173	 0.818
1247	111.509	120.072	22182.971	587.749	1974.489	 1.175	 1.522	 2.135	 0.635
1247	124.003	333.142	30095.902	605.153	1473.230	 1.557	 2.089	 1.812	 0.667
1247	133.280	381.600	8097.082	551.800	815.696	 1.236	 1.278	 0.492	 0.255
1247	185.350	154.921	24261.162	640.407	2298.188	 1.283	 1.309	 1.668	 0.197
1248	20.019	225.549	18581.743	626.906	737.948	 1.902	 2.107	 1.313	 0.430
1248	38.964	239.744	19625.383	576.491	1107.179	 1.462	 1.930	 0.722	 0.653
1248	56.096	142.525	9979.508	645.190	1123.021	 0.923	 1.532	 0.298	 0.798
1248	67.016	78.539	13755.544	584.055	1667.138	 0.933	 1.408	 0.425	 0.749
1248	110.790	329.478	9433.198	634.554	673.790	 1.162	 1.918	 1.076	 0.795
1248	111.566	119.581	23572.911	615.171	1624.639	 1.412	 1.636	 2.348	 0.505
1248	123.015	333.531	24896.332	610.541	1445.832	 1.544	 1.774	 1.459	 0.492
1248	132.216	382.223	7708.443	560.507	849.906	 0.884	 1.633	 1.790	 0.841
1248	185.333	155.115	22122.894	643.636	2834.445	 0.995	 1.248	 3.062	 0.604
1249	20.891	226.571	19226.019	624.280	496.601	 2.109	 2.922	 2.976	 0.692
1249	39.538	239.533	13141.683	610.811	959.859	 1.316	 1.656	 1.614	 0.607
1249	56.122	143.059	7804.662	619.940	758.322	 1.078	 1.519	 2.974	 0.704
1249	67.096	78.258	16212.912	597.695	1811.764	 0.929	 1.533	 0.074	 0.795
1249	111.781	119.595	21235.503	579.216	1363.415	 1.472	 1.684	 2.760	 0.485
1249	123.314	334.285	20345.510	635.191	1250.271	 1.430	 1.811	 0.752	 0.613
1249	132.004	382.215	12502.755	541.548	768.930	 1.463	 1.769	 0.116	 0.562
1249	185.535	155.216	15343.748	634.542	2148.469	 1.048	 1.084	 1.421	 0.257
1249	449.128	161.759	6799.130	549.953	666.977	 1.126	 1.441	 2.614	 0.624
1250	38.972	240.098	11735.925	624.295	885.083	 1.169	 1.805	 1.531	 0.762
1250	55.933	142.915	13215.293	631.371	1489.890	 1.020	 1.383	 2.689	 0.675
1250	67.331	78.475	11471.095	580.290	1206.109	 1.061	 1.427	 2.350	 0.669
1250	91.694	171.513	20302.915	563.688	464.797	 1.995	 3.484	 1.345	 0.820
1250	111.454	119.762	16602.897	595.947	1231.334	 1.346	 1.594	 2.841	 0.535
1250	123.022	334.284	24372.877	593.524	566.809	 2.298	 2.978	 0.354	 0.636
1250	131.106	382.365	8373.292	546.983	937.928	 1.144	 1.242	 0.144	 0.390
1250	185.289	155.468	18971.700	618.096	1633.053	 1.226	 1.509	 1.515	 0.583
1250	211.938	254.136	7864.121	632.555	643.844	 1.020	 1.907	 1.372	 0.845
1251	39.007	239.221	14010.476	582.406	855.700	 1.517	 1.718	 0.237	 0.469
1251	56.461	142.133	8917.436	632.115	1401.174	 0.884	 1.145	 2.503	 0.635
1251	66.934	78.374	22035.584	542.743	1314.815	 1.440	 1.852	 2.723	 0.629
1251	111.187	119.948	18606.770	640.607	1368.634	 1.426	 1.518	 1.793	 0.343
1251	123.321	334.696	14953.282	675.005	1289.596	 1.044	 1.767	 1.197	 0.807
1251	130.258	381.375	8659.009	550.131	1256.427	 0.799	 1.373	 1.706	 0.813
1251	185.344	155.105	25812.399	659.867	2702.412	 1.183	 1.285	 2.389	 0.390
1252	18.150	233.028	22708.508	562.153	463.350	 2.329	 3.349	 2.870	 0.719
1252	56.001	142.816	10406.399	637.695	1052.202	 1.111	 1.417	 2.540	 0.621
1252	66.939	78.076	15149.808	598.135	1974.258	 0.884	 1.381	 0.037	 0.768
1252	111.455	120.061	19408.305	583.931	1605.973	 1.169	 1.645	 1.600	 0.704
1252	122.476	333.788	22334.162	635.614	875.302	 1.883	 2.156	 1.391	 0.487
1252	185.396	155.402	20675.149	622.693	1741.486	 1.267	 1.491	 2.804	 0.527
1253	39.188	239.836	15350.850	611.018	815.896	 1.592	 1.880	 2.969	 0.532
1253	55.979	142.457	11444.135	619.246	825.974	 1.325	 1.665	 1.483	 0.606
1253	67.396	77.510	16638.409	586.839	1438.848	 1.245	 1.479	 1.555	 0.540
1253	111.785	120.245	12866.739	621.407	1470.552	 1.042	 1.337	 0.360	 0.626
1253	122.194	332.510	34312.325	589.698	1102.906	 2.115	 2.341	 0.614	 0.429
1253	138.393	403.349	6500.183	535.870	733.296	 0.803	 1.756	 2.902	 0.889
1253	185.119	155.379	17047.732	594.626	1353.318	 1.309	 1.532	 0.434	 0.520
1254	18.871	235.974	11567.013	668.009	488.759	 1.674	 2.250	 0.004	 0.668
1254	38.572	239.674	13807.442	615.261	829.192	 1.261	 2.101	 0.790	 0.800
1254	56.226	142.870	11512.320	645.623	928.295	 1.334	 1.480	 0.036	 0.434
1254	67.464	77.722	18843.113	563.479	1575.692	 1.227	 1.551	 2.219	 0.612
1254	111.821	120.304	14305.062	635.111	1608.881	 1.009	 1.403	 0.192	 0.695
1254	120.888	332.387	40265.160	595.088	511.172	 2.795	 4.485	 1.134	 0.782
1254	120.375	331.893	26522.245	645.313	513.496	 2.111	 3.894	 1.174	 0.840
1254	185.674	155.317	23997.225	658.381	2584.382	 1.086	 1.361	 3.092	 0.603
1255	38.983	240.395	17372.809	593.046	927.664	 1.391	 2.142	 0.042	 0.760
1255	56.596	142.796	11247.417	618.323	1008.585	 1.175	 1.511	 1.707	 0.629
1255	67.042	77.972	19332.699	580.672	1065.992	 1.537	 1.878	 0.954	 0.575
1255	111.345	120.083	23554.376	624.054	1851.515	 1.331	 1.521	 0.639	 0.483
1255	122.908	332.447	29391.561	584.591	792.130	 2.072	 2.850	 1.614	 0.687
1255	138.776	402.046	7671.403	552.035	723.562	 0.876	 1.927	 2.015	 0.891
1255	185.234	155.422	28627.836	644.343	3329.379	 1.169	 1.171	 1.545	 0.056
1256	38.919	240.051	16042.856	594.641	882.192	 1.457	 1.986	 0.033	 0.679
1256	56.681	142.648	11747.176	610.869	721.394	 1.450	 1.787	 2.452	 0.585
1256	66.688	77.930	15420.129	591.544	1213.714	 1.215	 1.664	 0.883	 0.683
1256	111.061	120.142	16528.749	645.466	1413.140	 1.343	 1.386	 1.359	 0.249
1256	124.178	333.624	17991.852	652.246	1115.104	 1.320	 1.946	 2.459	 0.735
1256	185.258	155.252	29249.697	608.564	2236.758	 1.321	 1.575	 2.814	 0.544
1257	38.463	240.030	14363.916	601.330	1251.985	 1.187	 1.539	 2.231	 0.636
1257	56.358	142.542	11794.575	639.157	1070.970	 0.990	 1.771	 2.967	 0.829
1257	66.762	78.331	16198.713	599.746	1247.784	 1.335	 1.548	 2.682	 0.507
1257	111.434	120.199	17519.564	597.983	1334.729	 1.284	 1.627	 0.371	 0.614
1257	123.725	334.630	21406.006	639.286	654.649	 2.275	 2.287	 2.827	 0.100
1257	185.580	155.196	19597.513	614.447	1915.680	 1.160	 1.404	 0.342	 0.563
1258	38.940	240.024	9783.171	627.256	1120.598	 1.041	 1.335	 2.832	 0.626
1258	56.056	142.426	13959.105	607.995	884.712	 1.202	 2.089	 1.384	 0.818
1258	66.628	77.879	17198.720	608.526	1347.963	 1.424	 1.426	 0.968	 0.043
1258	110.907	119.922	25634.335	617.929	1550.405	 1.475	 1.784	 1.181	 0.563
1258	117.271	331.734	4411.185	701.145	1089.892	 0.619	 1.041	 3.001	 0.804
1258	124.554	335.321	17805.280	642.485	1174.524	 1.399	 1.724	 0.791	 0.584
1258	128.925	382.560	13595.993	528.989	640.983	 1.603	 2.105	 2.030	 0.648
1258	185.508	154.859	18547.415	629.027	1448.578	 1.140	 1.787	 1.041	 0.770
1259	39.158	239.999	14788.586	597.470	1064.158	 1.035	 2.137	 0.413	 0.875
1259	56.959	142.641	12518.276	636.941	879.862	 1.170	 1.935	 1.417	 0.797
1259	67.373	78.888	9805.277	609.541	829.096	 1.070	 1.758	 1.317	 0.793
1259	111.087	119.937	15805.872	622.290	1124.485	 1.235	 1.812	 2.717	 0.732
1259	125.236	335.949	17618.505	630.542	1410.903	 1.244	 1.598	 3.103	 0.628
1259	185.382	155.181	20648.932	629.961	1752.591	 1.306	 1.436	 2.252	 0.416
1259	215.448	75.259	15951.459	607.551	846.661	 1.587	 1.890	 1.793	 0.543
1260	39.350	239.458	13385.337	611.707	1234.360	 1.151	 1.500	 0.176	 0.641
1260	56.263	142.801	13291.798	615.527	1052.229	 1.360	 1.479	 0.348	 0.393
1260	67.493	78.298	7402.933	663.254	1745.724	 0.544	 1.240	 0.509	 0.898
1260	111.739	119.976	17168.114	637.816	1181.799	 1.263	 1.831	 1.745	 0.724
1260	125.883	336.913	24447.364	634.368	1771.332	 1.449	 1.516	 0.414	 0.295
1260	184.875	155.276	13306.719	633.424	1301.282	 1.168	 1.394	 0.021	 0.546
1260	217.003	76.421	22036.112	578.105	753.063	 1.982	 2.350	 1.800	 0.537
1261	38.859	240.119	14576.195	580.626	990.825	 1.473	 1.589	 1.934	 0.375
1261	56.425	142.286	8908.641	625.358	896.787	 1.052	 1.503	 0.404	 0.715
1261	67.861	77.642	13890.763	604.753	1377.685	 0.992	 1.617	 1.584	 0.790
1261	111.710	119.951	18542.030	623.343	1723.273	 1.172	 1.461	 0.667	 0.598
1261	126.118	336.777	26746.073	608.119	1522.263	 1.587	 1.761	 0.077	 0.433
1261	185.071	155.237	21493.421	640.087	2016.054	 1.187	 1.429	 0.736	 0.557
1262	39.490	240.074	14455.733	586.659	890.350	 1.496	 1.728	 2.532	 0.500
1262	56.542	142.695	18558.534	638.286	1057.381	 1.522	 1.835	 2.415	 0.559
1262	67.101	78.046	13900.853	598.108	1283.342	 1.074	 1.605	 2.312	 0.743
1262	111.178	120.476	20687.915	610.880	1314.977	 1.412	 1.773	 0.150	 0.605
1262	126.911	335.947	30970.529	622.801	1865.930	 1.620	 1.631	 2.413	 0.115
1262	185.590	155.143	15641.829	644.649	1643.936	 1.173	 1.291	 2.910	 0.418
1263	39.045	239.857	12099.501	605.988	758.970	 1.165	 2.177	 1.041	 0.845
1263	56.185	142.183	11918.894	618.749	1334.567	 1.083	 1.312	 2.746	 0.564
1263	67.423	78.350	11087.594	611.068	1381.054	 0.900	 1.420	 2.493	 0.773
1263	111.591	120.446	18202.459	639.068	1734.166	 1.114	 1.499	 0.467	 0.669
1263	127.456	336.140	26703.875	619.146	1663.383	 1.340	 1.906	 1.521	 0.711
1263	185.423	155.245	20366.715	620.278	2143.553	 1.036	 1.459	 1.781	 0.704
1264	39.368	240.348	22479.796	572.412	946.768	 1.788	 2.114	 0.069	 0.534
1264	55.999	142.676	11440.740	607.068	714.838	 1.521	 1.675	 0.047	 0.418
1264	67.354	78.312	17377.750	600.478	935.687	 1.445	 2.046	 3.078	 0.708
1264	111.649	120.501	19210.675	627.472	1712.694	 1.325	 1.347	 2.896	 0.178
1264	127.631	336.094	16983.003	648.464	1715.814	 1.024	 1.538	 2.909	 0.746
1264	130.165	70.947	7815.205	643.960	1040.082	 0.617	 1.939	 1.946	 0.948
1264	185.831	155.301	21594.053	618.047	2601.025	 1.048	 1.261	 2.297	 0.556
1265	39.210	240.057	17284.596	594.035	1385.169	 1.408	 1.411	 2.855	 0.067
1265	56.289	142.982	8150.727	644.283	1729.840	 0.860	 0.872	 2.660	 0.168
1265	67.136	78.606	16496.986	589.863	884.663	 1.529	 1.941	 2.939	 0.616
1265	111.522	120.008	17394.901	639.334	1451.518	 1.336	 1.428	 2.665	 0.353
1265	114.794	329.433	14813.618	558.634	426.404	 2.304	 2.400	 1.823	 0.280
1265	127.870	336.347	24612.952	607.985	1788.780	 1.283	 1.707	 1.028	 0.660
1265	185.510	154.978	27802.577	656.171	2521.248	 1.247	 1.408	 2.337	 0.464
1266	38.770	240.217	16960.486	596.064	998.365	 1.579	 1.713	 0.696	 0.387
1266	56.362	142.921	9841.675	590.921	712.827	 1.119	 1.964	 0.744	 0.822
1266	66.789	78.019	12492.206	625.461	1949.951	 0.883	 1.155	 0.137	 0.645
1266	111.648	120.560	22164.698	624.054	1442.221	 1.456	 1.680	 0.757	 0.499
1266	112.320	329.887	11784.377	629.131	898.679	 1.142	 1.827	 2.725	 0.780
1266	127.892	336.364	21784.808	643.109	1902.340	 1.212	 1.504	 1.962	 0.592
1266	185.497	155.270	22955.732	678.273	2365.484	 1.228	 1.257	 0.502	 0.213
1267	39.482	240.716	23304.748	574.239	1104.105	 1.740	 1.931	 0.357	 0.434
1267	56.363	142.934	12556.380	628.415	1247.022	 1.115	 1.437	 0.790	 0.631
1267	66.683	78.062	14560.168	603.721	1180.314	 1.117	 1.757	 0.077	 0.772
1267	111.347	330.144	12679.806	602.816	745.510	 1.558	 1.738	 2.864	 0.444
1267	111.589	120.433	19676.925	620.940	1836.927	 1.131	 1.507	 0.016	 0.661
1267	127.560	337.850	16485.475	601.420	1157.336	 1.501	 1.510	 0.523	 0.108
1267	132.235	386.536	8547.576	533.961	634.308	 1.445	 1.484	 1.823	 0.228
1267	185.577	155.207	29563.966	638.743	2360.448	 1.397	 1.427	 1.302	 0.203
1268	39.112	240.242	11990.586	619.973	1171.475	 1.119	 1.455	 1.571	 0.639
1268	56.011	142.962	10666.228	629.391	1117.618	 0.986	 1.540	 0.420	 0.768
1268	67.017	78.192	20131.468	584.092	1120.685	 1.599	 1.788	 1.247	 0.448
1268	111.480	120.232	25697.290	633.998	1551.417	 1.620	 1.627	 0.525	 0.096
1268	128.412	337.509	17833.755	590.734	492.432	 1.872	 3.079	 1.792	 0.794
1268	132.559	385.335	11260.004	551.208	926.519	 1.122	 1.724	 2.059	 0.759
1268	138.882	402.082	6502.658	545.695	738.060	 0.740	 1.896	 2.526	 0.921
1268	185.838	155.481	31320.739	648.372	2519.999	 1.377	 1.437	 0.355	 0.285
1269	39.017	240.620	10704.343	650.456	1289.006	 1.132	 1.168	 3.057	 0.245
1269	56.043	142.068	8290.033	618.870	1391.344	 0.764	 1.241	 2.290	 0.788
1269	67.142	78.428	10241.376	607.234	1098.741	 1.177	 1.260	 0.068	 0.357
1269	111.858	120.441	21517.992	619.132	1928.842	 1.261	 1.408	 1.738	 0.445
1269	127.809	336.884	23862.626	628.809	1995.275	 1.142	 1.667	 1.668	 0.729
1269	132.514	384.685	10102.580	562.342	664.168	 1.187	 2.040	 0.036	 0.813
1269	185.595	155.416	27193.281	638.149	2039.734	 1.307	 1.623	 1.132	 0.593
1270	38.610	240.347	17363.291	605.304	1065.975	 1.325	 1.957	 0.269	 0.736
1270	56.270	142.513	10161.035	646.248	1151.551	 0.980	 1.433	 1.704	 0.730
1270	67.537	78.052	11996.209	604.528	1118.795	 1.148	 1.486	 0.802	 0.635
1270	106.083	345.384	4967.227	608.902	1171.674	 0.518	 1.303	 0.955	 0.918
1270	111.970	120.663	18086.362	640.335	1030.822	 1.569	 1.780	 1.041	 0.472
1270	126.891	336.950	29874.316	592.490	1959.390	 1.429	 1.699	 1.871	 0.541
1270	130.903	386.020	8969.561	565.664	689.956	 1.407	 1.471	 0.000	 0.291
1270	185.883	155.924	18290.115	654.246	1831.506	 1.023	 1.554	 1.843	 0.753
1270	449.940	160.657	6300.766	560.965	1098.806	 0.467	 1.954	 0.629	 0.971
1271	38.767	240.788	14407.814	597.075	1439.080	 1.025	 1.555	 0.629	 0.752
1271	56.061	142.589	8889.497	612.529	714.477	 1.128	 1.756	 2.119	 0.766
1271	67.097	78.058	10451.050	635.987	871.403	 1.043	 1.830	 0.119	 0.822
1271	111.834	120.521	17844.074	616.034	1784.574	 1.242	 1.281	 1.571	 0.244
1271	126.876	337.009	25600.191	584.109	2418.431	 1.114	 1.512	 2.955	 0.676
1271	130.938	386.282	15774.023	542.751	1103.045	 1.421	 1.602	 3.118	 0.462
1271	186.049	155.418	27900.255	605.439	1797.874	 1.485	 1.663	 2.955	 0.451
1272	38.650	241.094	18582.526	618.744	1143.348	 1.342	 1.927	 0.084	 0.718
1272	55.716	142.720	10316.193	585.912	1047.577	 1.238	 1.266	 1.049	 0.211
1272	66.996	78.554	13854.445	600.918	852.062	 1.228	 2.107	 3.003	 0.813
1272	111.966	120.741	13169.127	618.333	1147.009	 0.946	 1.932	 1.358	 0.872
1272	126.264	337.914	22418.299	633.630	1869.257	 1.201	 1.589	 0.727	 0.655
1272	130.066	386.660	10671.743	577.383	2006.737	 0.667	 1.270	 0.100	 0.851
1272	185.954	155.789	23677.834	690.997	1779.274	 1.409	 1.503	 1.348	 0.347
1273	39.158	240.329	14864.297	621.452	752.695	 1.600	 1.964	 0.031	 0.580
1273	55.930	142.809	9761.810	596.439	1183.836	 0.795	 1.651	 2.969	 0.877
1273	66.956	78.052	16515.979	592.019	854.749	 1.747	 1.761	 0.078	 0.126
1273	111.324	120.391	15324.276	616.018	1366.437	 1.207	 1.479	 2.847	 0.579
1273	126.305	337.881	24159.110	603.329	2106.699	 1.270	 1.437	 0.355	 0.468
1273	130.756	386.539	12717.336	540.615	993.516	 1.236	 1.648	 2.776	 0.661
