FRAME	XCENTER	YCENTER	BRIGHTNESS	BG	I0	S_X	S_Y	THETA	ECC
3374	447.775	160.037	3775.233	597.047	1830.028	 0.395	 0.831	 0.598	 0.880
3375	 8.613	116.099	14448.051	689.803	1018.030	 1.164	 1.941	 0.862	 0.800
3375	60.075	246.988	17117.989	546.380	502.403	 2.182	 2.485	 2.645	 0.478
3375	63.842	226.234	90308.917	503.781	929.859	 3.589	 4.307	 1.039	 0.553
3375	172.882	181.813	20738.845	605.308	1135.919	 1.609	 1.806	 2.958	 0.454
3375	188.819	241.198	36591.326	550.260	1861.413	 1.663	 1.882	 0.787	 0.468
3375	448.778	160.547	10918.238	571.427	1001.931	 1.076	 1.612	 2.251	 0.745
3376	 7.973	114.776	14328.674	598.575	1192.145	 1.316	 1.454	 2.772	 0.426
3376	64.095	225.691	79264.605	538.718	1082.661	 2.916	 3.995	 0.997	 0.683
3376	64.091	225.700	80364.089	529.641	1102.183	 2.894	 4.009	 0.989	 0.692
3376	171.678	179.744	26609.592	586.661	1414.541	 1.549	 1.933	 0.655	 0.599
3376	188.782	242.945	15165.916	601.627	993.603	 1.358	 1.788	 2.167	 0.650
3376	448.290	160.736	7461.609	574.050	764.785	 1.154	 1.346	 0.460	 0.515
3377	60.362	246.841	35812.077	480.577	377.658	 3.275	 4.608	 0.441	 0.703
3377	64.378	226.131	73796.322	573.193	1063.697	 2.868	 3.850	 0.977	 0.667
3377	171.258	177.825	22117.209	603.573	1183.567	 1.333	 2.231	 2.004	 0.802
3377	187.807	242.693	12589.327	582.890	1069.343	 1.191	 1.573	 1.658	 0.653
3377	448.838	160.502	11044.212	572.607	1109.748	 0.997	 1.588	 2.143	 0.778
3378	65.028	226.318	100490.933	529.158	908.815	 3.434	 5.125	 1.284	 0.742
3378	60.689	246.449	26276.467	539.114	530.413	 2.108	 3.740	 0.739	 0.826
3378	63.982	226.204	111326.941	465.508	975.336	 3.582	 5.071	 1.255	 0.708
3378	188.373	242.890	16136.417	601.223	1040.108	 1.459	 1.693	 1.424	 0.507
3378	448.958	160.316	6712.366	576.189	894.960	 0.972	 1.229	 1.451	 0.612
3379	 6.768	97.489	13492.368	624.641	707.026	 1.609	 1.888	 1.072	 0.523
3379	64.030	226.333	85596.431	572.963	1121.478	 3.480	 3.490	 1.934	 0.076
3379	188.214	242.339	12688.373	598.705	1103.220	 1.169	 1.565	 1.531	 0.665
3379	449.028	160.129	5927.037	598.845	1633.880	 0.622	 0.929	 0.407	 0.743
3380	60.817	248.217	9152.831	596.880	919.132	 0.977	 1.622	 0.817	 0.798
3380	64.125	226.307	105437.259	504.711	1298.082	 3.556	 3.635	 1.117	 0.207
3380	187.209	241.497	17400.917	584.042	1202.502	 1.485	 1.551	 1.833	 0.288
3380	448.717	160.568	12250.825	577.014	828.231	 1.114	 2.112	 1.108	 0.850
3381	 7.613	77.157	15073.614	696.434	535.156	 1.673	 2.679	 3.039	 0.781
3381	63.807	226.512	82413.414	593.414	1308.978	 3.023	 3.314	 1.404	 0.410
3381	186.328	238.180	18618.155	610.509	1344.881	 1.437	 1.533	 2.123	 0.348
3381	448.893	160.669	10379.925	550.775	858.720	 1.168	 1.648	 0.620	 0.706
3382	60.196	246.716	18428.288	557.110	827.530	 1.674	 2.118	 1.675	 0.613
3382	63.801	226.118	113465.569	484.386	1126.013	 3.865	 4.149	 0.949	 0.364
3382	166.213	185.710	10994.593	590.955	576.848	 1.664	 1.823	 1.279	 0.408
3382	188.835	236.238	14755.190	594.052	1092.927	 1.295	 1.659	 2.920	 0.625
3382	449.028	160.225	8095.496	559.973	708.539	 1.267	 1.435	 1.869	 0.470
3383	 5.659	114.755	33927.857	620.014	2255.896	 1.497	 1.599	 1.404	 0.352
3383	59.842	246.386	28839.186	512.514	557.722	 2.457	 3.349	 1.002	 0.679
3383	64.220	226.237	91167.961	559.034	1241.572	 3.155	 3.705	 1.352	 0.524
3383	93.933	80.077	11378.779	586.694	506.482	 1.356	 2.636	 2.876	 0.858
3383	169.132	187.014	15825.983	626.461	549.161	 1.878	 2.442	 2.565	 0.639
3383	188.216	237.077	14065.382	586.353	1214.898	 1.031	 1.788	 1.438	 0.817
3383	449.008	160.116	10064.818	561.302	1177.443	 0.976	 1.394	 0.133	 0.714
3384	 5.935	114.493	27529.132	583.909	2410.529	 1.213	 1.498	 1.226	 0.587
3384	59.698	246.740	20327.196	553.829	528.996	 2.136	 2.863	 2.321	 0.666
3384	64.397	226.078	130154.670	412.370	1138.748	 3.999	 4.548	 0.708	 0.476
3384	164.145	144.574	4968.875	577.657	922.835	 0.661	 1.297	 0.985	 0.860
3384	170.729	183.191	14908.519	614.547	818.390	 1.386	 2.091	 2.085	 0.749
3384	187.850	237.266	8653.851	597.816	970.275	 0.984	 1.443	 0.586	 0.731
3384	448.793	160.569	11534.681	556.497	755.468	 1.409	 1.725	 1.135	 0.577
3385	 6.908	114.448	17515.795	571.766	922.234	 1.268	 2.383	 1.170	 0.847
3385	59.839	246.710	10829.604	587.736	757.002	 1.304	 1.745	 1.913	 0.664
3385	64.144	226.038	59946.739	625.959	1177.000	 2.486	 3.261	 0.908	 0.647
3385	170.081	178.735	7004.906	610.734	598.314	 0.937	 1.989	 1.975	 0.882
3385	448.785	160.364	9074.533	552.433	520.800	 1.652	 1.679	 2.709	 0.177
3386	59.795	246.777	16763.288	556.419	738.415	 1.435	 2.518	 1.062	 0.822
3386	64.215	226.269	96041.966	512.875	1298.900	 3.399	 3.462	 0.938	 0.190
3386	448.975	159.651	7419.126	576.305	692.253	 0.827	 2.063	 2.855	 0.916
3387	59.974	247.008	14400.609	554.436	783.789	 1.433	 2.040	 1.331	 0.712
3387	63.428	225.496	40307.647	597.286	628.214	 3.129	 3.263	 1.990	 0.283
3387	68.491	175.718	9782.803	571.130	645.362	 1.114	 2.166	 2.314	 0.858
3387	448.533	159.708	7258.225	583.745	789.473	 1.108	 1.321	 2.547	 0.544
3388	58.939	245.947	17466.087	583.785	576.758	 1.848	 2.608	 1.102	 0.705
3388	63.807	226.080	107012.838	481.497	1210.869	 3.329	 4.225	 1.195	 0.616
3388	202.718	253.510	12721.407	603.994	685.626	 1.294	 2.283	 1.395	 0.824
3388	448.689	160.873	6094.764	569.613	1147.188	 0.600	 1.409	 0.538	 0.905
3389	 4.732	112.498	75678.395	565.440	4291.536	 1.631	 1.721	 0.098	 0.320
3389	59.963	247.402	17556.557	575.162	982.902	 1.407	 2.021	 1.187	 0.718
3389	64.110	226.049	128665.178	420.164	1181.250	 3.945	 4.395	 0.768	 0.441
3389	203.097	258.158	35134.972	543.595	699.687	 2.506	 3.190	 0.480	 0.619
3389	448.098	160.320	10666.976	560.810	997.586	 1.031	 1.651	 2.952	 0.781
3390	 4.778	110.594	41898.562	560.548	2115.917	 1.666	 1.891	 0.729	 0.473
3390	59.683	246.631	23512.039	535.653	757.851	 2.057	 2.401	 2.778	 0.516
3390	63.779	225.987	111282.752	461.653	1053.097	 3.803	 4.422	 0.504	 0.510
3390	203.972	259.342	25082.734	604.705	1126.855	 1.737	 2.040	 0.942	 0.525
3391	 5.601	109.445	22202.865	576.523	1532.322	 1.430	 1.613	 1.272	 0.462
3391	59.398	247.000	30651.023	528.904	672.026	 2.625	 2.765	 2.619	 0.314
3391	64.101	225.712	174206.319	336.053	1230.729	 4.516	 4.989	 0.200	 0.425
3391	448.565	160.265	10070.323	567.303	922.213	 0.907	 1.917	 2.597	 0.881
3392	 5.250	110.452	27079.407	565.162	1443.138	 1.712	 1.745	 0.078	 0.193
3392	59.281	246.526	31205.743	501.493	554.671	 2.876	 3.114	 2.830	 0.384
3392	64.365	225.660	98394.567	521.029	1173.478	 3.485	 3.829	 1.169	 0.414
3392	202.484	259.862	10320.297	616.981	610.424	 1.205	 2.234	 2.100	 0.842
3392	448.412	160.715	13886.448	521.517	612.990	 1.557	 2.316	 2.841	 0.740
3393	 5.607	110.139	21082.350	573.378	1758.682	 1.317	 1.448	 2.052	 0.416
3393	59.805	247.113	34224.732	502.399	475.978	 3.333	 3.433	 2.564	 0.239
3393	64.014	225.466	98845.971	544.208	1176.928	 3.308	 4.041	 0.992	 0.574
3393	167.306	180.316	11986.498	630.044	1064.907	 1.009	 1.776	 2.970	 0.823
3393	202.568	261.296	24585.355	598.866	956.463	 1.757	 2.329	 0.944	 0.657
3393	449.135	159.811	11846.369	540.797	981.121	 1.294	 1.485	 0.024	 0.490
3394	 6.275	109.516	28523.166	557.415	1580.112	 1.626	 1.766	 2.157	 0.390
3394	54.050	271.794	69982.811	527.685	520.820	 4.233	 5.052	 0.000	 0.546
3394	54.287	271.818	98037.474	424.670	656.696	 4.158	 5.714	 2.639	 0.686
3394	59.941	246.938	30379.391	510.257	495.075	 2.609	 3.743	 0.787	 0.717
3394	63.831	225.259	127568.592	412.279	1141.363	 3.822	 4.654	 1.204	 0.571
3394	165.952	177.653	15145.005	578.815	825.690	 1.487	 1.964	 3.127	 0.653
3394	203.630	260.363	25035.934	637.619	1174.863	 1.697	 1.998	 1.795	 0.528
3395	 6.637	108.947	21416.467	582.087	1632.201	 1.313	 1.591	 2.208	 0.565
3395	52.711	270.285	68261.262	525.445	718.586	 3.548	 4.261	 2.035	 0.554
3395	59.490	247.493	20261.644	535.256	520.825	 2.280	 2.716	 2.474	 0.543
3395	64.584	225.464	134161.294	398.502	1113.414	 4.128	 4.646	 0.717	 0.459
3395	165.488	178.802	18727.805	570.727	827.333	 1.678	 2.147	 1.414	 0.624
3395	448.926	160.384	13787.787	554.025	610.797	 1.840	 1.953	 2.416	 0.335
3396	 6.729	108.162	11984.381	618.355	1455.700	 0.867	 1.511	 2.601	 0.819
3396	53.110	270.377	34111.031	627.036	1097.841	 2.057	 2.404	 1.928	 0.517
3396	59.921	246.346	26948.460	511.456	473.137	 2.331	 3.889	 0.929	 0.801
3396	63.575	225.755	112905.869	471.833	984.888	 3.965	 4.602	 1.556	 0.508
3396	164.780	176.274	17380.606	610.452	981.019	 1.525	 1.849	 2.018	 0.566
3396	203.153	259.019	25699.199	614.616	1114.737	 1.818	 2.018	 1.778	 0.434
3396	448.315	159.819	6253.676	576.274	1048.116	 0.617	 1.540	 2.607	 0.916
3397	 5.832	107.166	18751.745	542.480	1248.253	 1.487	 1.608	 2.418	 0.381
3397	52.584	272.105	75971.032	454.726	793.420	 3.522	 4.327	 2.256	 0.581
3397	59.936	246.676	11357.215	548.579	613.854	 1.056	 2.789	 0.454	 0.926
3397	64.462	226.001	115926.239	455.189	861.696	 4.125	 5.190	 0.989	 0.607
3397	64.047	225.921	159592.748	370.477	930.751	 4.537	 6.015	 1.318	 0.657
3397	165.367	179.833	19009.255	610.805	923.192	 1.542	 2.125	 0.888	 0.688
3397	203.627	259.516	23193.180	611.080	1291.365	 1.534	 1.863	 1.038	 0.567
3397	448.912	160.684	11297.713	539.881	811.892	 1.242	 1.784	 2.856	 0.718
3398	53.115	269.883	64630.330	511.333	574.497	 3.886	 4.607	 2.831	 0.537
3398	59.575	247.026	9712.817	586.754	774.884	 0.851	 2.344	 2.333	 0.932
3398	64.161	226.131	131870.197	446.844	1075.795	 3.866	 5.046	 1.101	 0.643
3398	203.559	260.179	17541.360	607.915	795.785	 1.625	 2.159	 0.236	 0.658
3398	448.607	160.209	8665.496	560.887	951.249	 0.981	 1.478	 0.761	 0.748
3399	60.656	246.104	6222.730	592.660	1387.373	 0.453	 1.578	 1.896	 0.958
3399	64.725	226.014	109364.135	487.013	1090.518	 3.843	 4.154	 2.003	 0.380
3399	160.559	184.947	7928.225	611.903	704.049	 1.075	 1.667	 3.002	 0.764
3399	203.188	261.938	24067.401	578.645	430.471	 2.829	 3.145	 1.571	 0.437
3399	448.321	160.384	11071.028	555.660	712.612	 1.061	 2.330	 1.627	 0.890
3400	 8.255	105.248	9172.887	552.209	629.758	 1.017	 2.279	 1.777	 0.895
3400	64.616	225.754	102265.895	533.761	1087.025	 3.459	 4.329	 1.082	 0.601
3400	183.669	236.064	14249.561	570.823	892.229	 1.330	 1.911	 1.861	 0.718
3400	201.771	260.737	27570.486	619.450	1108.113	 1.894	 2.091	 1.389	 0.424
3400	447.484	160.100	6128.517	562.760	892.636	 0.697	 1.567	 1.306	 0.896
3401	 8.990	103.612	21288.035	569.463	1655.129	 1.152	 1.777	 0.291	 0.762
3401	64.659	225.567	117081.287	449.392	1223.671	 3.603	 4.226	 1.136	 0.522
3401	160.099	182.496	7232.976	614.989	851.477	 0.656	 2.062	 2.815	 0.948
3401	448.911	160.720	10975.228	548.642	679.928	 1.387	 1.853	 1.877	 0.663
3402	 8.433	105.073	13979.663	628.817	705.049	 1.586	 1.989	 0.074	 0.603
3402	63.890	225.810	99429.196	507.175	1169.945	 3.575	 3.784	 0.672	 0.328
3402	160.177	185.065	11368.998	634.288	466.300	 1.452	 2.672	 2.930	 0.840
3402	448.397	160.539	9541.324	569.737	1104.133	 1.077	 1.277	 0.285	 0.538
3403	 6.557	103.650	45485.237	562.154	564.917	 2.846	 4.503	 0.782	 0.775
3403	63.596	225.715	111174.348	462.718	1132.085	 3.728	 4.192	 0.892	 0.457
3403	163.014	185.327	35670.019	548.974	656.902	 2.246	 3.848	 2.256	 0.812
3403	448.938	161.272	6948.741	581.245	980.734	 1.006	 1.121	 0.965	 0.440
3404	63.914	226.287	85312.737	550.553	1072.449	 3.167	 3.998	 1.163	 0.611
3404	182.080	236.093	10046.828	600.776	522.384	 1.436	 2.131	 2.049	 0.739
3404	240.523	183.761	5644.289	587.901	942.986	 0.965	 0.987	 1.098	 0.207
3404	447.550	160.814	10124.074	563.547	880.242	 1.097	 1.669	 2.829	 0.753
3405	63.562	226.570	115436.781	462.362	976.276	 4.319	 4.357	 1.333	 0.133
3405	182.948	237.119	9100.244	604.998	693.034	 0.873	 2.395	 1.907	 0.931
3405	448.630	160.717	10768.645	526.987	602.755	 1.059	 2.685	 0.447	 0.919
3406	60.122	245.539	8545.865	563.586	658.292	 0.783	 2.640	 1.409	 0.955
3406	64.036	226.048	274045.449	212.815	974.077	 6.281	 7.129	 1.065	 0.473
3406	181.852	236.356	17565.620	580.930	1012.173	 1.461	 1.890	 2.072	 0.635
3406	448.123	161.196	9259.526	573.497	648.767	 0.968	 2.346	 0.793	 0.911
3407	64.323	225.693	222142.492	317.612	1050.437	 5.425	 6.204	 1.514	 0.485
3407	63.598	225.530	185082.648	365.323	1034.023	 5.139	 5.544	 0.994	 0.375
3407	182.320	236.581	19971.154	587.406	1247.344	 1.468	 1.736	 1.575	 0.533
3407	201.130	255.280	3654.624	594.789	1338.563	 0.645	 0.674	 1.603	 0.289
3408	60.423	246.353	15000.210	542.498	765.500	 1.261	 2.472	 0.975	 0.860
3408	64.472	225.832	124669.429	469.542	924.498	 4.164	 5.154	 0.541	 0.589
3408	185.383	237.092	24367.940	576.441	1294.104	 1.492	 2.009	 1.196	 0.670
3409	61.431	246.784	10896.792	572.916	716.105	 1.158	 2.091	 1.324	 0.833
3409	64.024	225.843	125780.525	441.509	965.878	 4.371	 4.742	 1.122	 0.388
3409	64.017	225.759	130359.599	422.497	990.484	 4.302	 4.869	 1.216	 0.468
3409	184.951	238.359	29617.877	593.910	2466.139	 1.284	 1.489	 2.492	 0.507
3409	200.139	255.044	27234.180	575.405	1221.138	 1.815	 1.955	 0.563	 0.371
3409	448.068	161.030	11115.169	561.209	638.399	 1.649	 1.681	 0.278	 0.194
3410	 9.979	96.978	21162.661	594.195	1016.531	 1.584	 2.092	 0.586	 0.653
3410	64.342	225.790	117334.864	497.910	1206.403	 3.655	 4.235	 1.030	 0.505
3410	185.000	237.613	25902.375	566.433	1354.681	 1.713	 1.776	 0.274	 0.264
3410	197.896	252.820	13362.887	597.782	697.336	 1.362	 2.239	 2.903	 0.794
3411	60.247	245.928	19531.702	531.134	518.827	 2.113	 2.836	 0.220	 0.667
3411	64.038	226.135	108788.647	496.906	1315.777	 3.309	 3.977	 1.055	 0.555
3411	184.573	238.307	31563.912	568.774	1621.223	 1.691	 1.832	 0.864	 0.385
3411	194.296	253.755	16999.406	615.822	1718.997	 1.227	 1.283	 0.641	 0.292
3411	448.971	160.804	8407.676	563.240	993.481	 0.969	 1.391	 0.633	 0.717
3412	17.306	136.978	7258.138	561.151	612.563	 1.320	 1.429	 3.086	 0.384
3412	60.581	245.471	15358.313	562.056	730.733	 1.395	 2.398	 1.416	 0.813
3412	64.502	225.992	156507.070	338.263	1264.016	 4.344	 4.537	 0.622	 0.288
3412	184.199	238.797	21527.945	610.978	1405.130	 1.472	 1.656	 1.967	 0.458
3412	192.455	253.554	21148.534	579.951	1344.610	 1.499	 1.670	 3.111	 0.442
3412	449.590	160.462	4801.286	588.058	2964.442	 0.308	 0.836	 1.819	 0.929
3413	60.627	246.035	11967.100	555.681	513.891	 1.706	 2.172	 1.453	 0.619
3413	64.171	225.846	126272.205	455.445	1011.279	 4.446	 4.470	 0.673	 0.104
3413	85.189	82.087	9611.281	602.142	769.309	 1.068	 1.861	 0.341	 0.819
3413	183.487	239.609	17651.813	617.545	804.883	 1.662	 2.100	 0.420	 0.612
3413	193.688	251.380	8618.172	569.132	562.879	 1.267	 1.923	 0.357	 0.752
3413	448.942	161.035	5957.641	568.902	1285.355	 0.847	 0.871	 2.549	 0.229
3414	60.199	246.202	18462.307	544.427	643.030	 1.867	 2.447	 1.639	 0.646
3414	64.377	225.772	76317.929	624.416	1146.637	 3.114	 3.401	 1.315	 0.402
3414	84.552	80.237	22399.719	632.857	1259.037	 1.596	 1.774	 0.211	 0.437
3414	183.106	240.106	13025.259	602.444	1271.514	 1.071	 1.522	 0.654	 0.710
3415	 9.220	96.840	8155.400	592.352	765.823	 1.189	 1.425	 1.735	 0.551
3415	64.446	226.202	101835.645	495.154	1203.510	 3.404	 3.956	 0.790	 0.509
3415	82.134	81.759	13793.768	590.827	710.139	 1.565	 1.976	 2.734	 0.611
3415	182.320	239.589	26672.578	552.424	779.936	 2.198	 2.476	 0.676	 0.460
3416	 8.547	95.450	14721.288	574.420	535.013	 1.831	 2.392	 2.373	 0.644
3416	60.167	246.193	25198.101	499.728	630.988	 2.483	 2.560	 2.309	 0.244
3416	64.029	225.987	138558.854	403.426	1262.739	 3.937	 4.435	 1.204	 0.460
3416	82.345	79.904	21817.893	553.298	1472.795	 1.250	 1.887	 0.098	 0.749
3416	449.482	160.913	8949.698	576.041	750.625	 1.119	 1.696	 0.237	 0.752
3417	 7.539	97.592	13450.588	620.225	600.482	 1.737	 2.052	 2.962	 0.533
3417	60.234	247.431	24807.524	552.588	640.897	 2.098	 2.936	 1.777	 0.700
3417	64.767	226.348	62864.454	528.331	930.272	 2.981	 3.607	 1.214	 0.563
3417	83.131	81.000	12570.715	608.596	942.841	 1.095	 1.939	 1.107	 0.825
3417	183.379	241.268	22956.690	590.975	1108.451	 1.596	 2.066	 0.825	 0.635
3417	448.764	160.495	9362.172	562.015	592.630	 1.429	 1.759	 0.729	 0.583
3418	 7.693	101.127	22650.383	608.338	864.788	 1.556	 2.680	 2.449	 0.814
3418	59.999	247.833	32121.970	503.427	505.773	 3.028	 3.339	 0.046	 0.421
3418	59.954	247.734	43465.068	446.449	552.917	 3.456	 3.620	 1.944	 0.298
3418	64.127	226.260	59669.801	554.855	861.103	 3.080	 3.581	 2.410	 0.510
3418	81.623	82.445	10643.401	577.079	1203.060	 1.088	 1.294	 1.696	 0.540
3418	183.443	241.261	13935.883	579.011	546.957	 1.724	 2.352	 0.718	 0.680
3418	448.489	160.782	9455.024	558.625	1421.012	 0.965	 1.097	 1.186	 0.476
3419	 7.086	104.330	16467.241	613.155	748.709	 1.458	 2.401	 0.084	 0.794
3419	60.925	246.605	11064.196	580.009	646.426	 1.138	 2.393	 1.454	 0.880
3419	64.397	225.063	49615.129	537.900	746.722	 3.021	 3.501	 1.384	 0.505
3419	230.540	165.153	13722.416	687.718	788.473	 1.367	 2.026	 1.025	 0.738
3419	448.674	160.069	9815.499	582.360	864.810	 0.987	 1.830	 2.277	 0.842
3420	64.546	226.418	81839.752	444.147	818.243	 3.530	 4.510	 0.900	 0.622
3420	64.472	226.407	87029.612	417.782	847.597	 3.677	 4.444	 0.917	 0.562
3420	82.708	81.974	21040.223	551.514	423.319	 2.187	 3.617	 2.089	 0.797
3420	183.635	245.254	9726.917	567.427	715.268	 0.976	 2.217	 3.027	 0.898
3420	448.585	160.464	7269.143	558.724	1130.555	 0.782	 1.309	 1.841	 0.802
3421	60.601	246.160	28757.143	500.821	420.353	 3.123	 3.487	 1.905	 0.445
3421	64.192	226.050	47014.315	495.488	540.949	 3.078	 4.493	 0.838	 0.728
3421	107.972	53.117	33088.905	542.890	740.847	 2.263	 3.142	 1.124	 0.694
3421	183.404	246.054	14600.353	560.642	834.076	 1.501	 1.856	 0.343	 0.588
3421	449.216	160.565	5105.911	605.053	1210.381	 0.810	 0.829	 1.050	 0.213
3422	 7.605	103.801	19083.704	585.190	1089.132	 1.523	 1.831	 2.077	 0.555
3422	63.093	225.613	76579.498	470.578	609.733	 4.159	 4.806	 1.295	 0.501
3422	184.238	245.931	11526.752	590.829	1717.010	 0.746	 1.433	 3.040	 0.854
3422	448.475	160.187	7376.021	569.747	1247.120	 0.828	 1.137	 2.499	 0.685
3423	 8.853	103.845	12939.466	570.180	453.024	 1.910	 2.379	 0.870	 0.596
3423	60.213	246.292	17748.086	529.488	566.117	 2.037	 2.449	 1.959	 0.555
3423	64.128	225.680	41811.598	550.821	574.596	 3.249	 3.564	 0.000	 0.411
3423	181.772	245.059	10193.037	578.126	646.675	 1.103	 2.275	 0.778	 0.875
3423	193.828	259.418	18415.394	557.467	656.821	 1.846	 2.417	 2.061	 0.646
3423	448.918	160.046	10973.724	562.154	1108.360	 1.115	 1.413	 1.805	 0.614
3424	60.925	246.427	15932.092	526.397	608.966	 1.798	 2.315	 1.053	 0.630
3424	64.281	225.089	47193.024	572.319	737.973	 2.623	 3.880	 0.890	 0.737
3424	179.417	241.499	8649.393	587.500	1077.820	 1.115	 1.146	 0.857	 0.230
3424	448.251	160.694	13264.929	557.574	579.670	 1.882	 1.935	 0.476	 0.233
3425	10.638	103.198	13735.290	611.728	1078.563	 1.074	 1.887	 2.742	 0.822
3425	59.821	246.141	20533.825	546.326	768.416	 1.822	 2.335	 0.976	 0.625
3425	63.689	224.788	38941.487	573.325	669.609	 2.971	 3.115	 2.663	 0.301
3425	85.479	82.313	14431.087	572.716	773.888	 1.524	 1.947	 1.163	 0.622
3425	177.758	241.091	17056.214	553.298	800.880	 1.691	 2.004	 2.119	 0.536
3425	189.983	255.493	10314.369	608.970	1384.476	 0.734	 1.616	 0.875	 0.891
3425	448.440	161.226	8392.069	573.083	1020.254	 0.944	 1.387	 0.013	 0.733
3426	10.802	103.387	14660.357	584.978	674.122	 1.656	 2.090	 2.300	 0.610
3426	60.428	246.009	7289.611	603.059	1151.982	 0.871	 1.156	 1.679	 0.658
3426	63.183	224.931	74047.608	475.714	655.190	 3.963	 4.539	 0.858	 0.488
3426	85.282	81.332	12298.897	584.280	653.888	 1.360	 2.201	 0.221	 0.786
3426	178.895	240.463	22532.226	585.992	1523.535	 1.304	 1.804	 0.441	 0.691
3426	190.908	255.406	12397.438	622.132	858.748	 1.418	 1.621	 2.916	 0.485
3426	448.926	160.884	8742.253	584.633	689.627	 1.227	 1.645	 3.076	 0.666
3427	60.135	246.434	16745.883	534.310	724.030	 1.512	 2.435	 1.855	 0.784
3427	63.330	225.649	57146.766	504.911	582.747	 3.681	 4.240	 0.119	 0.496
3427	86.933	81.509	19838.424	570.437	1132.246	 1.517	 1.838	 0.382	 0.564
3427	180.209	240.062	18998.027	590.757	1921.186	 1.150	 1.369	 2.901	 0.543
3427	192.544	254.692	26854.116	584.129	1122.671	 1.653	 2.302	 0.406	 0.696
3427	449.294	160.876	6271.506	565.190	878.576	 0.736	 1.543	 2.815	 0.879
3428	61.587	246.596	18237.008	542.015	447.684	 1.997	 3.246	 1.310	 0.788
3428	63.494	225.080	44231.820	598.666	593.441	 2.972	 3.991	 1.229	 0.667
3428	90.540	80.801	25565.537	598.023	1153.563	 1.807	 1.952	 1.227	 0.379
3428	192.786	254.623	12855.447	586.505	708.484	 1.462	 1.975	 0.830	 0.672
3429	60.252	246.872	14556.528	543.262	457.794	 1.620	 3.125	 1.436	 0.855
3429	63.743	225.906	58381.629	534.336	703.737	 3.510	 3.762	 2.093	 0.360
3429	90.621	83.189	19669.673	587.780	1400.078	 1.374	 1.627	 0.773	 0.535
3429	449.456	160.022	7350.639	565.661	707.309	 1.082	 1.528	 2.465	 0.706
3430	14.359	102.364	24992.926	572.279	987.639	 1.863	 2.162	 1.421	 0.507
3430	63.960	225.132	47067.669	588.460	659.416	 3.193	 3.557	 1.343	 0.441
3430	90.732	83.596	11328.507	598.529	1509.951	 1.057	 1.130	 0.625	 0.354
3430	448.974	160.243	7023.195	570.691	808.614	 0.920	 1.502	 2.894	 0.790
3431	14.659	103.896	14325.351	617.387	876.376	 1.471	 1.769	 1.926	 0.555
3431	60.220	246.264	32738.865	484.705	528.250	 3.111	 3.170	 0.731	 0.192
3431	64.348	225.391	32317.156	572.021	471.100	 3.068	 3.559	 0.789	 0.507
3431	91.282	84.852	13010.464	564.390	707.309	 1.208	 2.423	 2.779	 0.867
3432	60.485	247.001	21498.698	496.242	564.684	 1.977	 3.066	 1.554	 0.764
3433	59.267	247.135	26270.841	512.218	485.083	 2.772	 3.109	 2.513	 0.453
3433	90.521	87.441	11363.558	587.619	1033.281	 1.011	 1.731	 1.234	 0.811
3433	190.218	254.836	27984.434	591.452	1589.746	 1.631	 1.718	 0.722	 0.315
3433	422.519	194.246	6925.284	595.455	758.111	 1.144	 1.271	 2.537	 0.435
3433	449.681	160.755	12112.643	557.882	578.722	 1.336	 2.493	 0.262	 0.844
3434	14.781	105.089	14099.213	534.795	526.374	 1.538	 2.772	 2.879	 0.832
3434	60.376	246.882	15771.370	566.150	499.179	 1.585	 3.173	 1.092	 0.866
3434	91.115	87.571	12197.076	604.495	905.369	 1.354	 1.583	 3.129	 0.518
3434	189.837	255.252	26146.004	598.800	1848.214	 1.367	 1.647	 2.870	 0.558
3434	449.836	160.476	6787.011	550.159	768.232	 0.898	 1.565	 0.145	 0.819
3435	60.516	247.286	17798.045	532.770	716.247	 1.610	 2.456	 1.354	 0.755
3435	91.495	87.200	8025.031	619.917	948.613	 0.676	 1.991	 1.785	 0.941
3435	189.004	255.403	20398.571	599.828	1059.270	 1.691	 1.813	 1.166	 0.361
3435	449.604	159.918	6340.609	563.680	831.327	 0.994	 1.221	 0.653	 0.580
3436	59.520	247.498	9382.418	566.807	888.124	 1.010	 1.664	 1.705	 0.795
3436	189.030	257.068	21309.822	566.483	1020.750	 1.773	 1.874	 2.105	 0.323
3437	60.253	247.433	18304.808	569.727	912.761	 1.436	 2.222	 1.245	 0.763
3437	189.739	256.324	26291.837	590.355	1607.600	 1.561	 1.668	 1.161	 0.353
3438	60.143	247.814	20665.406	558.494	671.718	 1.892	 2.588	 1.142	 0.682
3438	64.253	230.843	8240.749	582.925	554.921	 1.134	 2.085	 2.733	 0.839
3438	188.596	256.089	14977.851	640.419	1170.110	 1.296	 1.572	 0.591	 0.567
3439	60.234	247.486	22665.715	518.982	672.245	 2.240	 2.395	 0.131	 0.353
3439	162.616	127.041	25255.194	638.816	536.504	 1.928	 3.885	 1.980	 0.868
3439	181.056	122.013	8567.836	620.017	905.281	 0.976	 1.544	 2.119	 0.775
3439	188.603	256.690	11986.676	585.440	707.639	 1.534	 1.758	 1.312	 0.488
3439	448.201	160.864	8314.405	586.138	653.589	 1.155	 1.753	 1.886	 0.752
3440	59.991	247.657	24117.975	535.344	1051.477	 1.686	 2.166	 0.539	 0.628
